Workclass,Education,Marital-Status,Occupation,Relationship,Race,Sex,Native_country
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States
 Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male, United-States
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, Jamaica
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female, United-States
 Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, South
 Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female, United-States
 Private, 10th, Never-married, Adm-clerical, Own-child, White, Male, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, Puerto-Rico
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States
 Local-gov, 11th, Never-married, Sales, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male, Jamaica
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female, United-States
 Private, Some-college, Never-married, Sales, Other-relative, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Canada
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Federal-gov, Some-college, Separated, Craft-repair, Not-in-family, Black, Male, United-States
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male, Mexico
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, 11th, Never-married, Handlers-cleaners, Other-relative, White, Male, United-States
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female, United-States
 Private, 11th, Divorced, Other-service, Unmarried, White, Female, United-States
 Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 Private, Bachelors, Never-married, Sales, Own-child, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, Taiwan
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Assoc-acdm, Divorced, Other-service, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Self-emp-not-inc, 9th, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female, United-States
 Private, Bachelors, Never-married, Other-service, Other-relative, White, Male, United-States
 Private, 11th, Separated, Machine-op-inspct, Unmarried, Black, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male, United-States
 Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, Canada
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, United-States
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, Mexico
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male, United-States
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, Iran
 Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female, United-States
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female, Yugoslavia
 Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male, United-States
 Private, 10th, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female, United-States
 Self-emp-inc, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, HS-grad, Never-married, Sales, Other-relative, White, Male, United-States
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, Italy
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, Canada
 State-gov, HS-grad, Divorced, Protective-serv, Own-child, Other, Male, United-States
 Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male, United-States
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
 Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female, United-States
 Private, 12th, Never-married, Sales, Own-child, White, Male, United-States
 Private, 10th, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female, United-States
 Federal-gov, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, India
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female, United-States
 Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, Jamaica
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, Canada
 Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female, Canada
 Private, Assoc-acdm, Separated, Other-service, Not-in-family, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, 11th, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, 11th, Divorced, Sales, Own-child, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, Black, Male, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male, Outlying-US(Guam-USVI-etc)
 Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female, United-States
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male, India
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
 Federal-gov, Bachelors, Divorced, Exec-managerial, Other-relative, White, Female, United-States
 Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, India
 Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, United-States
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States
 Self-emp-not-inc, 12th, Divorced, Other-service, Unmarried, White, Female, United-States
 Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
 Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female, Philippines
 Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female, United-States
 Private, 10th, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female, Germany
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, Philippines
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female, United-States
 Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Black, Female, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States
 State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States
 Local-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Unmarried, White, Female, Mexico
 Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male, United-States
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, United-States
 Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, Trinadad&Tobago
 State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
 Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
 Private, 5th-6th, Divorced, Transport-moving, Unmarried, White, Male, United-States
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 11th, Separated, Craft-repair, Own-child, White, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male, United-States
 Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, United-States
 Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 State-gov, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, China
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 11th, Separated, Other-service, Unmarried, Black, Female, United-States
 Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Female, United-States
 Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, Laos
 Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male, United-States
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male, United-States
 Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Federal-gov, Assoc-voc, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 State-gov, Some-college, Divorced, Protective-serv, Other-relative, White, Male, United-States
 Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Sales, Unmarried, White, Female, United-States
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Taiwan
 Self-emp-not-inc, Some-college, Separated, Handlers-cleaners, Own-child, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, Canada
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States
 Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, 7th-8th, Married-spouse-absent, Other-service, Unmarried, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male, United-States
 Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male, France
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 State-gov, 10th, Divorced, Other-service, Not-in-family, Black, Female, United-States
 Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 7th-8th, Never-married, Other-service, Other-relative, White, Male, Mexico
 Private, 9th, Widowed, Other-service, Unmarried, Black, Female, United-States
 Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, 9th, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male, Jamaica
 Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States
 Private, Some-college, Separated, Sales, Unmarried, Black, Female, United-States
 Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, United-States
 Private, 11th, Never-married, Farming-fishing, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, 11th, Never-married, Sales, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 State-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States
 Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Federal-gov, Assoc-acdm, Never-married, Transport-moving, Not-in-family, Black, Male, United-States
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Male, United-States
 Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male, United-States
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, Canada
 Self-emp-not-inc, Some-college, Divorced, Tech-support, Not-in-family, White, Female, United-States
 Private, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 7th-8th, Never-married, Other-service, Other-relative, White, Male, Guatemala
 Private, 9th, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, Mexico
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 12th, Never-married, Craft-repair, Other-relative, Other, Male, Guatemala
 Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States
 Private, 9th, Divorced, Handlers-cleaners, Not-in-family, White, Male, United-States
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, White, Female, Germany
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female, Mexico
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Federal-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Federal-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States
 State-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 1st-4th, Widowed, Other-service, Unmarried, Other, Female, Mexico
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
 Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States
 Private, HS-grad, Never-married, Sales, Own-child, White, Male, Dominican-Republic
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, Vietnam
 Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, El-Salvador
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States
 Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States
 Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male, United-States
 Private, 7th-8th, Never-married, Farming-fishing, Unmarried, Other, Male, Mexico
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male, Mexico
 Private, Assoc-voc, Never-married, Other-service, Other-relative, White, Female, Mexico
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
 State-gov, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male, United-States
